participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp110	1.0	0.0	1444.800000011921	13
sub-pp110	1.0	0.0	1447.199999988079	42
sub-pp110	1.0	0.0	1418.800000011921	64
sub-pp110	1.0	0.0	1578.300000011921	75
sub-pp110	1.0	0.0	1893.300000011921	926
sub-pp110	0.0	1.0	1386.600000023842	574¨
sub-pp110	1.0	0.0	4399.400000035763	9728
sub-pp110	1.0	0.0	2627.900000035763	8694
sub-pp110	1.0	0.0	5078.599999964237	34856
sub-pp110	1.0	0.0	6547.899999976158	68451
sub-pp110	0.0	1.0	10621.899999976158	84751
sub-pp110	1.0	0.0	11316.400000035765	658427
sub-pp110	1.0	0.0	13945.19999998808	2639418
sub-pp110	1.0	0.0	18783.10000002384	8269374
sub-pp110	1.0	0.0	10814.399999976158	81267349
sub-pp110	1.0	0.0	11065.19999998808	34651827
