participant_id	artgram_corr	artgram_incorr	artgram_RT
sub-pp106	1.0	0.0	42016.5
sub-pp106	0.0	1.0	61826.40000000037
sub-pp106	1.0	0.0	69999.0
sub-pp106	1.0	0.0	79445.40000000037
sub-pp106	1.0	0.0	16510.699999999255
sub-pp106	1.0	0.0	31635.599999999627
sub-pp106	1.0	0.0	62750.40000000037
sub-pp106	1.0	0.0	21431.69999999925
sub-pp106	1.0	0.0	84946.59999999963
sub-pp106	1.0	0.0	72847.59999999963
sub-pp106	1.0	0.0	64327.09999999963
sub-pp106	1.0	0.0	44887.09999999963
