amma_corr	participant_id	amma_response
1.0	sub-pp106	M
1.0	sub-pp106	I
0.0	sub-pp106	M
0.0	sub-pp106	M
1.0	sub-pp106	M
0.0	sub-pp106	R
1.0	sub-pp106	M
0.0	sub-pp106	I
1.0	sub-pp106	I
0.0	sub-pp106	M
0.0	sub-pp106	R
0.0	sub-pp106	Je ne sais pas
0.0	sub-pp106	M
1.0	sub-pp106	M
0.0	sub-pp106	Je ne sais pas
1.0	sub-pp106	M
0.0	sub-pp106	I
0.0	sub-pp106	R
0.0	sub-pp106	Je ne sais pas
1.0	sub-pp106	I
0.0	sub-pp106	I
0.0	sub-pp106	R
1.0	sub-pp106	M
0.0	sub-pp106	Je ne sais pas
0.0	sub-pp106	I
0.0	sub-pp106	I
1.0	sub-pp106	I
0.0	sub-pp106	Je ne sais pas
1.0	sub-pp106	I
0.0	sub-pp106	M
