participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp053	1.0	0.0	1950.4000000059605	13
sub-pp053	1.0	0.0	1156.0999999940395	42
sub-pp053	1.0	0.0	1208.600000023842	64
sub-pp053	1.0	0.0	1220.5	75
sub-pp053	1.0	0.0	4106.59999999404	926
sub-pp053	1.0	0.0	1229.4000000059605	574
sub-pp053	1.0	0.0	3696.59999999404	9728
sub-pp053	1.0	0.0	3184.2000000178814	8694
sub-pp053	1.0	0.0	8185.40000000596	34856
sub-pp053	1.0	0.0	3368.4000000059605	68451
sub-pp053	0.0	1.0	12397.19999998808	817345
sub-pp053	1.0	0.0	3471.699999988079	658427
sub-pp053	1.0	0.0	7846.599999994039	2639418
sub-pp053	1.0	0.0	4834.09999999404	8269374
sub-pp053	1.0	0.0	7470.40000000596	81267349
sub-pp053	0.0	1.0	5001.09999999404	34651826
