amma_corr	participant_id	amma_response
1.0	sub-pp111	M
1.0	sub-pp111	I
0.0	sub-pp111	M
0.0	sub-pp111	I
0.0	sub-pp111	I
1.0	sub-pp111	I
0.0	sub-pp111	R
0.0	sub-pp111	M
1.0	sub-pp111	I
1.0	sub-pp111	R
0.0	sub-pp111	I
0.0	sub-pp111	R
1.0	sub-pp111	I
1.0	sub-pp111	M
1.0	sub-pp111	R
1.0	sub-pp111	M
1.0	sub-pp111	R
1.0	sub-pp111	I
0.0	sub-pp111	I
1.0	sub-pp111	I
0.0	sub-pp111	M
0.0	sub-pp111	M
0.0	sub-pp111	I
1.0	sub-pp111	I
1.0	sub-pp111	M
0.0	sub-pp111	I
1.0	sub-pp111	I
0.0	sub-pp111	M
1.0	sub-pp111	I
0.0	sub-pp111	I
