participant_id	apm_corr	apm_incorr	apm_RT
sub-pp124	1.0	0.0	25068.19999998808
sub-pp124	1.0	0.0	9531.80000001192
sub-pp124	1.0	0.0	33959.10000002384
sub-pp124	1.0	0.0	18901.200000047684
sub-pp124	1.0	0.0	16964.899999976158
sub-pp124	1.0	0.0	12379.400000035765
sub-pp124	1.0	0.0	45788.30000001192
sub-pp124	0.0	1.0	34612.09999996424
sub-pp124	0.0	1.0	51539.70000004768
sub-pp124	1.0	0.0	58307.59999996424
sub-pp124	0.0	1.0	88747.69999998808
sub-pp124	1.0	0.0	71227.5
sub-pp124	0.0	1.0	25006.80000001192
sub-pp124	0.0	1.0	46902.80000001192
sub-pp124	1.0	0.0	74691.5
sub-pp124	0.0	1.0	40048.90000003576
sub-pp124	1.0	0.0	98247.30000001192
sub-pp124	1.0	0.0	37622.69999998808
sub-pp124	0.0	1.0	84707.19999998808
sub-pp124	0.0	1.0	198.69999998807907
sub-pp124	0.0	1.0	72168.59999996424
sub-pp124	0.0	1.0	22012.69999998808
sub-pp124	0.0	1.0	96179.5
