participant_id	apm_corr	apm_incorr	apm_RT
sub-pp085	1.0	0.0	22626.39999999851
sub-pp085	1.0	0.0	8563.0
sub-pp085	1.0	0.0	30884.5
sub-pp085	1.0	0.0	49374.69999999553
sub-pp085	0.0	1.0	61894.60000000149
sub-pp085	1.0	0.0	30698.5
sub-pp085	1.0	0.0	46708.0
sub-pp085	0.0	1.0	39938.0
sub-pp085	1.0	0.0	40260.0
sub-pp085	0.0	1.0	51537.0
sub-pp085	0.0	1.0	29063.39999999851
sub-pp085	1.0	0.0	31916.0
sub-pp085	1.0	0.0	51185.5
sub-pp085	0.0	1.0	32251.0
sub-pp085	0.0	1.0	60524.5
sub-pp085	0.0	1.0	36965.39999999851
sub-pp085	0.0	1.0	76600.0
sub-pp085	0.0	1.0	100108.60000000148
sub-pp085	0.0	1.0	32147.29999999702
sub-pp085	0.0	1.0	50970.70000000298
sub-pp085	0.0	1.0	52260.0
sub-pp085	1.0	0.0	111551.39999999852
sub-pp085	0.0	1.0	56833.5
