participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp067	1.0	0.0	1802.2000000011176	13
sub-pp067	1.0	0.0	1216.7999999988824	42
sub-pp067	1.0	0.0	1394.10000000149	64
sub-pp067	1.0	0.0	2496.4000000003725	75
sub-pp067	1.0	0.0	1636.89999999851	926
sub-pp067	1.0	0.0	2197.4000000003725	574
sub-pp067	1.0	0.0	3289.2999999988824	9728
sub-pp067	1.0	0.0	3394.9000000003725	8694
sub-pp067	0.0	1.0	8139.5999999996275	34586
sub-pp067	1.0	0.0	2518.5	68451
sub-pp067	1.0	0.0	7092.60000000149	814735
sub-pp067	0.0	1.0	3453.7999999988824	684257
sub-pp067	0.0	1.0	6849.39999999851	2639148
sub-pp067	0.0	1.0	7173.599999999628	8293647
