amma_corr	participant_id	amma_response
0.0	sub-pp108	I
1.0	sub-pp108	I
1.0	sub-pp108	R
1.0	sub-pp108	R
0.0	sub-pp108	I
1.0	sub-pp108	I
0.0	sub-pp108	I
1.0	sub-pp108	R
1.0	sub-pp108	I
1.0	sub-pp108	R
1.0	sub-pp108	M
0.0	sub-pp108	I
1.0	sub-pp108	I
0.0	sub-pp108	I
0.0	sub-pp108	Je ne sais pas
1.0	sub-pp108	M
0.0	sub-pp108	M
1.0	sub-pp108	I
0.0	sub-pp108	Je ne sais pas
1.0	sub-pp108	I
0.0	sub-pp108	I
1.0	sub-pp108	I
0.0	sub-pp108	I
1.0	sub-pp108	I
0.0	sub-pp108	R
0.0	sub-pp108	Je ne sais pas
1.0	sub-pp108	I
0.0	sub-pp108	I
1.0	sub-pp108	I
0.0	sub-pp108	I
