participant_id	rtt-sum_corr	rtt-sum_incorr	rtt-sum_RT
sub-pp169	1.0	0.0	2055.0
sub-pp169	1.0	0.0	1692.0
sub-pp169	1.0	0.0	1476.0
sub-pp169	1.0	0.0	2075.0
sub-pp169	1.0	0.0	2039.0
sub-pp169	1.0	0.0	1237.0
sub-pp169	1.0	0.0	1226.0
sub-pp169	1.0	0.0	1439.0
sub-pp169	1.0	0.0	2045.0
sub-pp169	1.0	0.0	7529.0
sub-pp169	1.0	0.0	1561.0
sub-pp169	1.0	0.0	1249.0
sub-pp169	1.0	0.0	1210.0
sub-pp169	1.0	0.0	1892.0
sub-pp169	1.0	0.0	1212.0
sub-pp169	1.0	0.0	1369.0
sub-pp169	1.0	0.0	1246.0
sub-pp169	1.0	0.0	1355.0
sub-pp169	1.0	0.0	1183.0
sub-pp169	1.0	0.0	2159.0
sub-pp169	1.0	0.0	1401.0
sub-pp169	1.0	0.0	1322.0
sub-pp169	1.0	0.0	1981.0
sub-pp169	1.0	0.0	1491.0
sub-pp169	1.0	0.0	1401.0
sub-pp169	1.0	0.0	1894.0
sub-pp169	1.0	0.0	1234.0
sub-pp169	1.0	0.0	1739.0
sub-pp169	1.0	0.0	1523.0
sub-pp169	1.0	0.0	1387.0
sub-pp169	1.0	0.0	1533.0
sub-pp169	1.0	0.0	2245.0
sub-pp169	1.0	0.0	3107.0
sub-pp169	1.0	0.0	2025.0
sub-pp169	1.0	0.0	1513.0
sub-pp169	1.0	0.0	1576.0
sub-pp169	1.0	0.0	2092.0
sub-pp169	1.0	0.0	1756.0
sub-pp169	1.0	0.0	2170.0
sub-pp169	1.0	0.0	2258.0
sub-pp169	1.0	0.0	3641.0
sub-pp169	1.0	0.0	2369.0
sub-pp169	0.0	1.0	3401.3800000000047
