participant_id	pollueur_acc	pollueur_errors	pollueur_mclm	pollueur_rt_manual	alouette_acc	alouette_errors	alouette_mclm	alouette_rt_manual
sub-pp169	297.0	1.0	258.260869565217	69.0	262.0	3.0	286.966046002191	54.78
