amma_corr	participant_id	amma_response
1.0	sub-pp027	M
0.0	sub-pp027	M
0.0	sub-pp027	M
0.0	sub-pp027	I
0.0	sub-pp027	R
1.0	sub-pp027	I
0.0	sub-pp027	I
0.0	sub-pp027	M
1.0	sub-pp027	I
0.0	sub-pp027	M
0.0	sub-pp027	I
0.0	sub-pp027	I
1.0	sub-pp027	I
0.0	sub-pp027	R
1.0	sub-pp027	R
0.0	sub-pp027	R
0.0	sub-pp027	M
1.0	sub-pp027	I
0.0	sub-pp027	Je ne sais pas
1.0	sub-pp027	I
0.0	sub-pp027	Je ne sais pas
0.0	sub-pp027	M
0.0	sub-pp027	Je ne sais pas
1.0	sub-pp027	I
0.0	sub-pp027	Je ne sais pas
0.0	sub-pp027	M
0.0	sub-pp027	R
0.0	sub-pp027	Je ne sais pas
1.0	sub-pp027	I
0.0	sub-pp027	I
