amma_corr	participant_id	amma_response
1.0	sub-pp099	M
1.0	sub-pp099	I
1.0	sub-pp099	R
0.0	sub-pp099	Je ne sais pas
1.0	sub-pp099	M
1.0	sub-pp099	I
1.0	sub-pp099	M
0.0	sub-pp099	I
1.0	sub-pp099	I
1.0	sub-pp099	R
0.0	sub-pp099	I
0.0	sub-pp099	Je ne sais pas
0.0	sub-pp099	M
0.0	sub-pp099	R
0.0	sub-pp099	I
0.0	sub-pp099	Je ne sais pas
1.0	sub-pp099	R
0.0	sub-pp099	M
0.0	sub-pp099	Je ne sais pas
1.0	sub-pp099	I
0.0	sub-pp099	M
0.0	sub-pp099	R
1.0	sub-pp099	M
0.0	sub-pp099	M
0.0	sub-pp099	I
1.0	sub-pp099	R
0.0	sub-pp099	R
0.0	sub-pp099	M
1.0	sub-pp099	I
1.0	sub-pp099	R
