participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp042	1.0	0.0	2421.79999999702	13
sub-pp042	1.0	0.0	1692.6999999955297	42
sub-pp042	1.0	0.0	1650.5	64
sub-pp042	1.0	0.0	1792.0	75
sub-pp042	1.0	0.0	2674.0	926
sub-pp042	1.0	0.0	2192.3000000044703	574
sub-pp042	1.0	0.0	4000.70000000298	9728
sub-pp042	1.0	0.0	7842.69999999553	8694
sub-pp042	0.0	1.0	8191.10000000149	39865
sub-pp042	1.0	0.0	9191.60000000149	68451
sub-pp042	0.0	1.0	9329.60000000149	817354
sub-pp042	1.0	0.0	7616.89999999851	658427
sub-pp042	0.0	1.0	12829.79999999702	2639248
sub-pp042	0.0	1.0	14016.19999999553	829374
