participant_id	rtt-sum_corr	rtt-sum_incorr	rtt-sum_RT
sub-pp042	1.0	0.0	2627.20000000298
sub-pp042	1.0	0.0	2113.60000000149
sub-pp042	1.0	0.0	1412.2999999970198
sub-pp042	1.0	0.0	1945.5
sub-pp042	1.0	0.0	2193.89999999851
sub-pp042	1.0	0.0	1498.7000000029802
sub-pp042	1.0	0.0	1408.7999999970198
sub-pp042	1.0	0.0	2270.8000000044703
sub-pp042	1.0	0.0	2095.0
sub-pp042	0.0	1.0	4350.60000000149
sub-pp042	1.0	0.0	1358.2999999970198
sub-pp042	1.0	0.0	1483.0
sub-pp042	1.0	0.0	1293.10000000149
sub-pp042	1.0	0.0	1403.9000000059605
sub-pp042	1.0	0.0	1282.2999999970198
sub-pp042	1.0	0.0	1645.60000000149
sub-pp042	1.0	0.0	1726.5
sub-pp042	1.0	0.0	1772.89999999851
sub-pp042	1.0	0.0	1383.5999999940395
sub-pp042	1.0	0.0	1840.29999999702
sub-pp042	1.0	0.0	1806.9000000059605
sub-pp042	1.0	0.0	1465.5
sub-pp042	1.0	0.0	1914.20000000298
sub-pp042	1.0	0.0	1821.4000000059605
sub-pp042	1.0	0.0	1461.39999999851
sub-pp042	1.0	0.0	2514.60000000149
sub-pp042	1.0	0.0	1993.4000000059605
sub-pp042	1.0	0.0	1674.8000000044703
sub-pp042	0.0	1.0	2267.5
sub-pp042	1.0	0.0	1859.5
sub-pp042	1.0	0.0	2037.0
sub-pp042	1.0	0.0	2021.0999999940395
sub-pp042	0.0	1.0	4257.29999999702
sub-pp042	1.0	0.0	2620.5999999940395
sub-pp042	1.0	0.0	2110.0
sub-pp042	0.0	1.0	3771.5
sub-pp042	0.0	1.0	3913.6999999955297
sub-pp042	1.0	0.0	1866.8000000044703
