amma_corr	participant_id	amma_response
1.0	sub-pp068	M
1.0	sub-pp068	I
1.0	sub-pp068	R
1.0	sub-pp068	R
1.0	sub-pp068	M
1.0	sub-pp068	I
1.0	sub-pp068	M
1.0	sub-pp068	R
1.0	sub-pp068	I
1.0	sub-pp068	R
0.0	sub-pp068	Je ne sais pas
1.0	sub-pp068	M
1.0	sub-pp068	I
1.0	sub-pp068	M
1.0	sub-pp068	R
1.0	sub-pp068	M
1.0	sub-pp068	R
1.0	sub-pp068	I
1.0	sub-pp068	M
1.0	sub-pp068	I
1.0	sub-pp068	R
1.0	sub-pp068	I
1.0	sub-pp068	M
1.0	sub-pp068	I
0.0	sub-pp068	R
0.0	sub-pp068	M
1.0	sub-pp068	I
0.0	sub-pp068	M
1.0	sub-pp068	I
0.0	sub-pp068	I
