participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp068	1.0	0.0	1817.5	13
sub-pp068	1.0	0.0	1701.4000000953674	42
sub-pp068	0.0	1.0	1559.7999999523165	46
sub-pp068	1.0	0.0	2617.1999999284744	75
sub-pp068	1.0	0.0	4359.399999976158	926
sub-pp068	1.0	0.0	4187.0	574
sub-pp068	1.0	0.0	8579.799999952316	9728
sub-pp068	1.0	0.0	8608.800000071526	8694
sub-pp068	1.0	0.0	16074.0	34856
sub-pp068	1.0	0.0	11962.800000071526	68451
sub-pp068	1.0	0.0	27709.39999997616	814735
sub-pp068	1.0	0.0	25866.200000047684	658427
sub-pp068	0.0	1.0	26017.79999995232	2634918
sub-pp068	1.0	0.0	36481.09999990463	8269374
sub-pp068	1.0	0.0	28933.199999928474	81267349
sub-pp068	0.0	1.0	26559.59999990464	72814613
