amma_corr	participant_id	amma_response
1.0	sub-pp088	M
1.0	sub-pp088	I
1.0	sub-pp088	R
0.0	sub-pp088	I
1.0	sub-pp088	M
0.0	sub-pp088	Je ne sais pas
1.0	sub-pp088	M
1.0	sub-pp088	R
1.0	sub-pp088	I
1.0	sub-pp088	R
1.0	sub-pp088	M
0.0	sub-pp088	I
1.0	sub-pp088	I
0.0	sub-pp088	I
0.0	sub-pp088	M
0.0	sub-pp088	R
1.0	sub-pp088	R
0.0	sub-pp088	M
1.0	sub-pp088	M
1.0	sub-pp088	I
1.0	sub-pp088	R
0.0	sub-pp088	R
1.0	sub-pp088	M
0.0	sub-pp088	M
0.0	sub-pp088	Je ne sais pas
0.0	sub-pp088	I
0.0	sub-pp088	Je ne sais pas
0.0	sub-pp088	M
0.0	sub-pp088	R
0.0	sub-pp088	M
