amma_corr	participant_id	amma_response
0.0	sub-pp031	I
1.0	sub-pp031	I
1.0	sub-pp031	R
0.0	sub-pp031	M
0.0	sub-pp031	I
1.0	sub-pp031	I
1.0	sub-pp031	M
1.0	sub-pp031	R
1.0	sub-pp031	I
1.0	sub-pp031	R
1.0	sub-pp031	M
1.0	sub-pp031	M
1.0	sub-pp031	I
0.0	sub-pp031	I
0.0	sub-pp031	M
1.0	sub-pp031	M
0.0	sub-pp031	I
1.0	sub-pp031	I
0.0	sub-pp031	I
1.0	sub-pp031	I
1.0	sub-pp031	R
1.0	sub-pp031	I
0.0	sub-pp031	I
0.0	sub-pp031	M
0.0	sub-pp031	R
0.0	sub-pp031	I
1.0	sub-pp031	I
0.0	sub-pp031	I
1.0	sub-pp031	I
0.0	sub-pp031	I
