amma_corr	participant_id	amma_response
0.0	sub-pp150	I
1.0	sub-pp150	I
1.0	sub-pp150	R
0.0	sub-pp150	I
1.0	sub-pp150	M
0.0	sub-pp150	Je ne sais pas
0.0	sub-pp150	R
0.0	sub-pp150	I
0.0	sub-pp150	Je ne sais pas
1.0	sub-pp150	R
0.0	sub-pp150	I
0.0	sub-pp150	I
0.0	sub-pp150	Je ne sais pas
1.0	sub-pp150	M
0.0	sub-pp150	Je ne sais pas
1.0	sub-pp150	M
1.0	sub-pp150	R
1.0	sub-pp150	I
0.0	sub-pp150	I
0.0	sub-pp150	Je ne sais pas
1.0	sub-pp150	R
1.0	sub-pp150	I
0.0	sub-pp150	I
0.0	sub-pp150	Je ne sais pas
1.0	sub-pp150	M
0.0	sub-pp150	I
0.0	sub-pp150	Je ne sais pas
0.0	sub-pp150	Je ne sais pas
1.0	sub-pp150	I
1.0	sub-pp150	R
