participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp150	1.0	0.0	2135.5	13
sub-pp150	1.0	0.0	2644.7999999523163	42
sub-pp150	1.0	0.0	2143.2999999523163	64
sub-pp150	1.0	0.0	1829.5	75
sub-pp150	1.0	0.0	1257.1000001430511	926
sub-pp150	1.0	0.0	1348.7999999523165	574
sub-pp150	1.0	0.0	1963.0	9728
sub-pp150	0.0	1.0	2367.7999999523163	8964
sub-pp150	1.0	0.0	1867.6000001430511	34856
sub-pp150	1.0	0.0	2190.600000143051	68451
sub-pp150	1.0	0.0	3076.5	814735
sub-pp150	0.0	1.0	5523.900000095367	658714
sub-pp150	0.0	1.0	5329.599999904633	264619
sub-pp150	0.0	1.0	8342.699999809265	8297163
