participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp077	1.0	0.0	1383.0	13
sub-pp077	1.0	0.0	1172.0	42
sub-pp077	1.0	0.0	1142.0	64
sub-pp077	1.0	0.0	1392.0	75
sub-pp077	1.0	0.0	2919.0	926
sub-pp077	1.0	0.0	2561.0	574
sub-pp077	1.0	0.0	3348.0	9728
sub-pp077	0.0	1.0	5349.0	8964
sub-pp077	1.0	0.0	2695.0	34856
sub-pp077	1.0	0.0	5854.0	68451
sub-pp077	1.0	0.0	3041.0	814735
sub-pp077	0.0	1.0	2676.0	65824
sub-pp077	0.0	1.0	3260.0	2639148
sub-pp077	0.0	1.0	3526.0	826394
