participant_id	rtt-sum_corr	rtt-sum_incorr	rtt-sum_RT
sub-pp077	1.0	0.0	2359.0
sub-pp077	1.0	0.0	1670.0
sub-pp077	1.0	0.0	1644.0
sub-pp077	1.0	0.0	2069.0
sub-pp077	1.0	0.0	2423.0
sub-pp077	1.0	0.0	1682.0
sub-pp077	1.0	0.0	1817.0
sub-pp077	1.0	0.0	2022.0
sub-pp077	1.0	0.0	3162.0
sub-pp077	1.0	0.0	10418.0
sub-pp077	1.0	0.0	1635.0
sub-pp077	1.0	0.0	1470.0
sub-pp077	1.0	0.0	1268.0
sub-pp077	1.0	0.0	1165.0
sub-pp077	1.0	0.0	1211.0
sub-pp077	1.0	0.0	1658.0
sub-pp077	1.0	0.0	2279.0
sub-pp077	1.0	0.0	1356.0
sub-pp077	1.0	0.0	1479.0
sub-pp077	1.0	0.0	1913.0
sub-pp077	1.0	0.0	2655.0
sub-pp077	1.0	0.0	1611.0
sub-pp077	1.0	0.0	2495.0
sub-pp077	1.0	0.0	1819.0
sub-pp077	1.0	0.0	1698.0
sub-pp077	1.0	0.0	2306.0
sub-pp077	0.0	1.0	3399.0
sub-pp077	1.0	0.0	1477.0
sub-pp077	1.0	0.0	4699.0
sub-pp077	1.0	0.0	1528.0
sub-pp077	1.0	0.0	1629.0
sub-pp077	1.0	0.0	3128.0
sub-pp077	1.0	0.0	6568.0
sub-pp077	0.0	1.0	1863.0
sub-pp077	1.0	0.0	3737.0
sub-pp077	1.0	0.0	2147.0
