participant_id	rtt-sub_corr	rtt-sub_incorr	rtt-sub_RT
sub-pp077	1.0	0.0	2345.0
sub-pp077	1.0	0.0	2418.0
sub-pp077	1.0	0.0	1403.0
sub-pp077	1.0	0.0	2361.0
sub-pp077	1.0	0.0	1699.0
sub-pp077	1.0	0.0	2400.0
sub-pp077	1.0	0.0	1413.0
sub-pp077	1.0	0.0	1755.0
sub-pp077	1.0	0.0	2464.0
sub-pp077	1.0	0.0	1618.0
sub-pp077	1.0	0.0	1370.0
sub-pp077	1.0	0.0	1918.0
sub-pp077	1.0	0.0	1781.0
sub-pp077	1.0	0.0	2780.0
sub-pp077	1.0	0.0	1701.0
sub-pp077	1.0	0.0	2272.0
sub-pp077	1.0	0.0	5084.0
sub-pp077	1.0	0.0	1893.0
sub-pp077	1.0	0.0	4669.0
sub-pp077	1.0	0.0	1699.0
sub-pp077	1.0	0.0	1826.0
sub-pp077	1.0	0.0	1263.0
sub-pp077	1.0	0.0	5548.0
sub-pp077	1.0	0.0	1429.0
sub-pp077	1.0	0.0	1665.0
sub-pp077	0.0	1.0	3033.4199999999983
