participant_id	apm_corr	apm_incorr	apm_RT
sub-pp022	1.0	0.0	6163.0
sub-pp022	1.0	0.0	9005.299999999814
sub-pp022	1.0	0.0	9148.700000000186
sub-pp022	1.0	0.0	20755.200000000183
sub-pp022	1.0	0.0	14949.299999999814
sub-pp022	1.0	0.0	45823.0
sub-pp022	0.0	1.0	30257.800000000745
sub-pp022	0.0	1.0	23826.200000000183
sub-pp022	1.0	0.0	26859.39999999944
sub-pp022	1.0	0.0	50060.700000000186
sub-pp022	0.0	1.0	75722.39999999944
sub-pp022	1.0	0.0	35711.799999999814
sub-pp022	0.0	1.0	58742.59999999963
sub-pp022	0.0	1.0	33432.200000000186
sub-pp022	1.0	0.0	42247.200000000186
sub-pp022	0.0	1.0	28158.5
sub-pp022	1.0	0.0	51286.60000000056
sub-pp022	0.0	1.0	37861.200000000186
sub-pp022	0.0	1.0	31284.20000000112
sub-pp022	1.0	0.0	38540.0
sub-pp022	0.0	1.0	51696.5
sub-pp022	1.0	0.0	76646.59999999963
sub-pp022	0.0	1.0	30994.599999999627
