participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp052	1.0	0.0	2072.9000000003725	13
sub-pp052	1.0	0.0	1886.2999999998133	42
sub-pp052	1.0	0.0	1352.6000000005588	64
sub-pp052	1.0	0.0	2028.199999999255	75
sub-pp052	1.0	0.0	5265.5	926
sub-pp052	1.0	0.0	7406.5999999996275	574
sub-pp052	1.0	0.0	17804.699999999255	9728
sub-pp052	0.0	1.0	24176.800000000745	9684
sub-pp052	1.0	0.0	17774.099999999627	34856
sub-pp052	1.0	0.0	14996.599999999627	68451
sub-pp052	0.0	1.0	29659.0	845743
sub-pp052	0.0	1.0	18294.300000000745	645872
