participant_id	rtt-sum_corr	rtt-sum_incorr	rtt-sum_RT
sub-pp043	1.0	0.0	1878.7999999523165
sub-pp043	1.0	0.0	1641.6000001430511
sub-pp043	1.0	0.0	1463.7999999523165
sub-pp043	1.0	0.0	2665.399999856949
sub-pp043	1.0	0.0	2148.0
sub-pp043	1.0	0.0	1930.5999999046328
sub-pp043	1.0	0.0	1528.0
sub-pp043	1.0	0.0	1835.8999998569489
sub-pp043	1.0	0.0	2341.7999999523163
sub-pp043	1.0	0.0	5735.599999904633
sub-pp043	1.0	0.0	1525.0999999046326
sub-pp043	1.0	0.0	1383.2999999523165
sub-pp043	1.0	0.0	1275.7999999523165
sub-pp043	1.0	0.0	1443.0
sub-pp043	1.0	0.0	1465.6000001430511
sub-pp043	1.0	0.0	2388.099999904633
sub-pp043	1.0	0.0	1947.199999809265
sub-pp043	1.0	0.0	1490.7000000476835
sub-pp043	1.0	0.0	1693.9000000953674
sub-pp043	1.0	0.0	3262.7999999523163
sub-pp043	1.0	0.0	1829.5999999046328
sub-pp043	1.0	0.0	1958.5999999046328
sub-pp043	1.0	0.0	2269.2999999523163
sub-pp043	1.0	0.0	1505.5999999046326
sub-pp043	1.0	0.0	1523.7000000476835
sub-pp043	1.0	0.0	2484.800000190735
sub-pp043	1.0	0.0	3011.899999856949
sub-pp043	1.0	0.0	1694.0999999046326
sub-pp043	1.0	0.0	2737.899999856949
sub-pp043	1.0	0.0	2555.7999999523163
sub-pp043	1.0	0.0	2586.600000143051
sub-pp043	1.0	0.0	2997.2999999523163
sub-pp043	1.0	0.0	2791.099999904633
sub-pp043	1.0	0.0	3476.199999809265
sub-pp043	1.0	0.0	2174.4000000953674
sub-pp043	1.0	0.0	2031.5999999046328
sub-pp043	1.0	0.0	2909.200000047684
