participant_id	pollueur_acc	pollueur_errors	pollueur_mclm	pollueur_rt_manual	alouette_acc	alouette_errors	alouette_mclm	alouette_rt_manual
sub-pp112	298.0	0.0	206.920495313042	86.41	263.0	2.0	216.016427104723	73.05
