amma_corr	participant_id	amma_response
1.0	sub-pp018	M
1.0	sub-pp018	I
0.0	sub-pp018	M
0.0	sub-pp018	Je ne sais pas
0.0	sub-pp018	I
1.0	sub-pp018	I
0.0	sub-pp018	Je ne sais pas
1.0	sub-pp018	R
1.0	sub-pp018	I
1.0	sub-pp018	R
0.0	sub-pp018	I
1.0	sub-pp018	M
1.0	sub-pp018	I
1.0	sub-pp018	M
0.0	sub-pp018	I
1.0	sub-pp018	M
1.0	sub-pp018	R
1.0	sub-pp018	I
0.0	sub-pp018	I
1.0	sub-pp018	I
0.0	sub-pp018	M
0.0	sub-pp018	M
0.0	sub-pp018	I
0.0	sub-pp018	M
1.0	sub-pp018	M
0.0	sub-pp018	I
1.0	sub-pp018	I
1.0	sub-pp018	R
1.0	sub-pp018	I
0.0	sub-pp018	Je ne sais pas
