participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp093	1.0	0.0	1980.0	13
sub-pp093	1.0	0.0	1467.0	42
sub-pp093	1.0	0.0	2303.0	64
sub-pp093	1.0	0.0	2579.0	75
sub-pp093	1.0	0.0	3603.0	926
sub-pp093	1.0	0.0	6941.0	574
sub-pp093	1.0	0.0	5559.0	9728
sub-pp093	1.0	0.0	3858.0	8694
sub-pp093	1.0	0.0	6252.0	34856
sub-pp093	0.0	1.0	5141.0	68145
sub-pp093	0.0	1.0	9924.0	814743
sub-pp093	1.0	0.0	14123.0	658427
sub-pp093	0.0	1.0	15059.0	2639816
sub-pp093	0.0	1.0	16407.0	829364
