participant_id	artgram_corr	artgram_incorr	artgram_RT
sub-pp093	1.0	0.0	66097.0
sub-pp093	0.0	1.0	2068.0
sub-pp093	0.0	1.0	1184.0
sub-pp093	1.0	0.0	19559.0
sub-pp093	1.0	0.0	46524.0
sub-pp093	0.0	1.0	37662.0
sub-pp093	1.0	0.0	35729.0
sub-pp093	1.0	0.0	39867.0
sub-pp093	1.0	0.0	37956.0
sub-pp093	0.0	1.0	24114.0
sub-pp093	0.0	1.0	18057.0
sub-pp093	0.0	1.0	4004.0
