amma_corr	participant_id	amma_response
0.0	sub-pp107	I
1.0	sub-pp107	I
1.0	sub-pp107	R
0.0	sub-pp107	Je ne sais pas
0.0	sub-pp107	I
1.0	sub-pp107	I
1.0	sub-pp107	M
0.0	sub-pp107	Je ne sais pas
0.0	sub-pp107	M
1.0	sub-pp107	R
0.0	sub-pp107	Je ne sais pas
0.0	sub-pp107	I
0.0	sub-pp107	M
0.0	sub-pp107	Je ne sais pas
1.0	sub-pp107	R
0.0	sub-pp107	Je ne sais pas
0.0	sub-pp107	M
0.0	sub-pp107	M
0.0	sub-pp107	R
0.0	sub-pp107	M
1.0	sub-pp107	R
0.0	sub-pp107	Je ne sais pas
0.0	sub-pp107	Je ne sais pas
0.0	sub-pp107	Je ne sais pas
0.0	sub-pp107	I
0.0	sub-pp107	Je ne sais pas
1.0	sub-pp107	I
0.0	sub-pp107	I
1.0	sub-pp107	I
0.0	sub-pp107	M
