participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp078	1.0	0.0	1742.4000000059605	13
sub-pp078	1.0	0.0	2677.39999999851	42
sub-pp078	1.0	0.0	3351.89999999851	64
sub-pp078	1.0	0.0	3308.1999999955297	75
sub-pp078	1.0	0.0	11069.10000000149	926
sub-pp078	1.0	0.0	12189.39999999851	574
sub-pp078	1.0	0.0	10582.69999999553	9728
sub-pp078	1.0	0.0	20496.29999999702	8694
sub-pp078	1.0	0.0	23662.0	34856
sub-pp078	0.0	1.0	25645.89999999851	67831
sub-pp078	0.0	1.0	113975.10000000148	847135
sub-pp078	0.0	1.0	25439.60000000149	618472
