participant_id	rtt-sub_corr	rtt-sub_incorr	rtt-sub_RT
sub-pp078	1.0	0.0	2386.8000000044703
sub-pp078	1.0	0.0	2383.39999999851
sub-pp078	1.0	0.0	2912.3000000044703
sub-pp078	1.0	0.0	3762.20000000298
sub-pp078	1.0	0.0	2269.79999999702
sub-pp078	1.0	0.0	1935.3999999985097
sub-pp078	1.0	0.0	1563.7000000029802
sub-pp078	1.0	0.0	2095.5
sub-pp078	0.0	1.0	1968.0
sub-pp078	1.0	0.0	2468.39999999851
sub-pp078	1.0	0.0	2168.8000000044703
sub-pp078	1.0	0.0	1726.9000000059605
sub-pp078	1.0	0.0	1493.0999999940395
sub-pp078	1.0	0.0	1912.29999999702
sub-pp078	1.0	0.0	1489.3000000044703
sub-pp078	1.0	0.0	4126.19999999553
sub-pp078	1.0	0.0	5095.5
sub-pp078	1.0	0.0	2165.89999999851
sub-pp078	1.0	0.0	3591.3000000044703
sub-pp078	0.0	1.0	2705.10000000149
sub-pp078	1.0	0.0	2098.20000000298
sub-pp078	1.0	0.0	4437.80000000447
