participant_id	rtt-sub_corr	rtt-sub_incorr	rtt-sub_RT
sub-pp020	1.0	0.0	1650.899999976158
sub-pp020	1.0	0.0	2002.8000000715256
sub-pp020	1.0	0.0	1370.0
sub-pp020	1.0	0.0	1903.1000000238416
sub-pp020	1.0	0.0	1627.9000000953674
sub-pp020	1.0	0.0	1561.100000023842
sub-pp020	0.0	1.0	856.6000000238419
sub-pp020	0.0	1.0	959.899999976158
sub-pp020	1.0	0.0	1884.6000000238416
sub-pp020	1.0	0.0	1851.6000000238416
sub-pp020	1.0	0.0	1560.899999976158
sub-pp020	1.0	0.0	1831.200000047684
sub-pp020	1.0	0.0	1432.399999976158
sub-pp020	1.0	0.0	2004.6999999284744
sub-pp020	1.0	0.0	1728.5
sub-pp020	1.0	0.0	2355.3000000715256
sub-pp020	1.0	0.0	2201.5
sub-pp020	1.0	0.0	2101.399999976158
sub-pp020	1.0	0.0	5317.700000047684
sub-pp020	1.0	0.0	2690.200000047684
sub-pp020	1.0	0.0	2149.899999976158
sub-pp020	1.0	0.0	2023.399999976158
sub-pp020	1.0	0.0	2313.899999976158
sub-pp020	1.0	0.0	1812.0
sub-pp020	1.0	0.0	2945.100000023842
sub-pp020	1.0	0.0	2773.700000047684
sub-pp020	1.0	0.0	2782.8000000715256
sub-pp020	1.0	0.0	2124.3000000715256
