amma_corr	participant_id	amma_response
0.0	sub-pp020	I
1.0	sub-pp020	I
0.0	sub-pp020	M
0.0	sub-pp020	Je ne sais pas
0.0	sub-pp020	I
0.0	sub-pp020	R
0.0	sub-pp020	I
1.0	sub-pp020	R
0.0	sub-pp020	M
1.0	sub-pp020	R
0.0	sub-pp020	I
1.0	sub-pp020	M
1.0	sub-pp020	I
1.0	sub-pp020	M
0.0	sub-pp020	M
0.0	sub-pp020	I
1.0	sub-pp020	R
0.0	sub-pp020	Je ne sais pas
0.0	sub-pp020	I
0.0	sub-pp020	M
0.0	sub-pp020	M
1.0	sub-pp020	I
0.0	sub-pp020	I
0.0	sub-pp020	R
1.0	sub-pp020	M
0.0	sub-pp020	I
1.0	sub-pp020	I
1.0	sub-pp020	R
0.0	sub-pp020	M
0.0	sub-pp020	M
