participant_id	apm_corr	apm_incorr	apm_RT
sub-pp120	1.0	0.0	13372.69999998808
sub-pp120	1.0	0.0	8106.300000011921
sub-pp120	1.0	0.0	12319.30000001192
sub-pp120	1.0	0.0	17197.0
sub-pp120	1.0	0.0	29164.89999997616
sub-pp120	1.0	0.0	42174.40000003576
sub-pp120	1.0	0.0	26665.60000002384
sub-pp120	1.0	0.0	23314.0
sub-pp120	1.0	0.0	15830.899999976158
sub-pp120	0.0	1.0	20155.700000047684
sub-pp120	0.0	1.0	10793.599999964235
sub-pp120	1.0	0.0	25491.60000002384
sub-pp120	1.0	0.0	34021.5
sub-pp120	0.0	1.0	31572.900000035763
sub-pp120	0.0	1.0	68372.39999997616
sub-pp120	0.0	1.0	55669.0
sub-pp120	1.0	0.0	69270.60000002384
sub-pp120	1.0	0.0	51512.19999998808
sub-pp120	1.0	0.0	77858.10000002384
sub-pp120	0.0	1.0	69939.39999997616
sub-pp120	0.0	1.0	37798.40000003576
sub-pp120	1.0	0.0	58672.69999998808
sub-pp120	0.0	1.0	68914.89999997616
