participant_id	apm_corr	apm_incorr	apm_RT
sub-pp035	1.0	0.0	21246.300000000745
sub-pp035	1.0	0.0	15482.300000000743
sub-pp035	1.0	0.0	19005.400000000373
sub-pp035	1.0	0.0	20279.400000000373
sub-pp035	1.0	0.0	64999.800000000745
sub-pp035	1.0	0.0	30991.5
sub-pp035	1.0	0.0	32710.20000000112
sub-pp035	1.0	0.0	64465.5
sub-pp035	0.0	1.0	49597.79999999888
sub-pp035	1.0	0.0	33566.0
sub-pp035	1.0	0.0	37951.60000000149
sub-pp035	1.0	0.0	24449.599999999627
sub-pp035	1.0	0.0	105479.90000000036
sub-pp035	0.0	1.0	69222.30000000075
sub-pp035	0.0	1.0	100378.09999999964
sub-pp035	0.0	1.0	88257.0
sub-pp035	0.0	1.0	51895.800000000745
sub-pp035	0.0	1.0	93248.0
sub-pp035	0.0	1.0	59809.90000000037
sub-pp035	1.0	0.0	120313.5
sub-pp035	0.0	1.0	78149.59999999963
sub-pp035	1.0	0.0	24913.900000000373
