participant_id	rtt-sub_corr	rtt-sub_incorr	rtt-sub_RT
sub-pp168	1.0	0.0	1999.60000000149
sub-pp168	1.0	0.0	2081.60000000149
sub-pp168	1.0	0.0	1747.699999999255
sub-pp168	1.0	0.0	1663.300000000745
sub-pp168	1.0	0.0	1818.699999999255
sub-pp168	1.0	0.0	1967.199999999255
sub-pp168	1.0	0.0	1707.0
sub-pp168	1.0	0.0	1652.0
sub-pp168	1.0	0.0	1869.10000000149
sub-pp168	1.0	0.0	1485.89999999851
sub-pp168	1.0	0.0	2157.599999997765
sub-pp168	1.0	0.0	1820.0999999977648
sub-pp168	1.0	0.0	1567.0
sub-pp168	1.0	0.0	2216.60000000149
sub-pp168	1.0	0.0	1630.699999999255
sub-pp168	1.0	0.0	1987.10000000149
sub-pp168	0.0	1.0	3603.10000000149
sub-pp168	1.0	0.0	2294.89999999851
sub-pp168	1.0	0.0	5862.0
sub-pp168	1.0	0.0	4917.300000000745
sub-pp168	1.0	0.0	1908.5
sub-pp168	1.0	0.0	2466.199999999255
sub-pp168	1.0	0.0	2988.10000000149
sub-pp168	1.0	0.0	2672.800000000745
sub-pp168	1.0	0.0	2078.5
