amma_corr	participant_id	amma_response
0.0	sub-pp033	I
1.0	sub-pp033	I
1.0	sub-pp033	R
0.0	sub-pp033	Je ne sais pas
1.0	sub-pp033	M
1.0	sub-pp033	I
1.0	sub-pp033	M
1.0	sub-pp033	R
0.0	sub-pp033	M
1.0	sub-pp033	R
1.0	sub-pp033	M
0.0	sub-pp033	I
1.0	sub-pp033	I
1.0	sub-pp033	M
1.0	sub-pp033	R
1.0	sub-pp033	M
1.0	sub-pp033	R
1.0	sub-pp033	I
1.0	sub-pp033	M
1.0	sub-pp033	I
1.0	sub-pp033	R
1.0	sub-pp033	I
0.0	sub-pp033	I
1.0	sub-pp033	I
1.0	sub-pp033	M
0.0	sub-pp033	Je ne sais pas
1.0	sub-pp033	I
0.0	sub-pp033	I
1.0	sub-pp033	I
0.0	sub-pp033	M
