participant_id	rtt-sum_corr	rtt-sum_incorr	rtt-sum_RT
sub-pp048	1.0	0.0	1677.7000000029802
sub-pp048	1.0	0.0	1567.800000000745
sub-pp048	1.0	0.0	1452.89999999851
sub-pp048	1.0	0.0	2308.29999999702
sub-pp048	1.0	0.0	3343.29999999702
sub-pp048	1.0	0.0	2057.89999999851
sub-pp048	1.0	0.0	1911.5999999977648
sub-pp048	1.0	0.0	2962.10000000149
sub-pp048	1.0	0.0	3181.10000000149
sub-pp048	1.0	0.0	8318.89999999851
sub-pp048	1.0	0.0	1432.699999999255
sub-pp048	1.0	0.0	1130.699999999255
sub-pp048	1.0	0.0	1240.0999999977648
sub-pp048	1.0	0.0	1341.5
sub-pp048	1.0	0.0	1228.39999999851
sub-pp048	1.0	0.0	3896.70000000298
sub-pp048	1.0	0.0	2970.0
sub-pp048	1.0	0.0	1969.79999999702
sub-pp048	1.0	0.0	2035.8999999985097
sub-pp048	1.0	0.0	2106.0
sub-pp048	1.0	0.0	1964.199999999255
sub-pp048	1.0	0.0	2343.900000002235
sub-pp048	1.0	0.0	2885.5
sub-pp048	1.0	0.0	2053.800000000745
sub-pp048	1.0	0.0	1911.20000000298
sub-pp048	1.0	0.0	4346.900000002235
sub-pp048	1.0	0.0	4896.5
sub-pp048	1.0	0.0	2359.699999999255
sub-pp048	1.0	0.0	6362.900000002235
sub-pp048	1.0	0.0	3466.60000000149
sub-pp048	1.0	0.0	2608.800000000745
sub-pp048	1.0	0.0	3747.39999999851
