participant_id	artgram_corr	artgram_incorr	artgram_RT
sub-pp094	0.0	1.0	20231.5
sub-pp094	0.0	1.0	20362.40000000596
sub-pp094	0.0	1.0	18893.40000000596
sub-pp094	1.0	0.0	16036.69999998808
sub-pp094	1.0	0.0	47314.0
sub-pp094	1.0	0.0	44254.09999999404
sub-pp094	1.0	0.0	21608.09999999404
sub-pp094	1.0	0.0	13879.40000000596
sub-pp094	1.0	0.0	50149.80000001192
sub-pp094	0.0	1.0	33348.10000002384
sub-pp094	0.0	1.0	38663.39999997616
