participant_id	rtt-sub_corr	rtt-sub_incorr	rtt-sub_RT
sub-pp094	1.0	0.0	1465.899999976158
sub-pp094	0.0	1.0	2948.300000011921
sub-pp094	1.0	0.0	2818.800000011921
sub-pp094	1.0	0.0	1682.5
sub-pp094	1.0	0.0	1505.199999988079
sub-pp094	1.0	0.0	3147.5
sub-pp094	1.0	0.0	1426.199999988079
sub-pp094	1.0	0.0	2835.2000000178814
sub-pp094	1.0	0.0	1769.0999999940395
sub-pp094	1.0	0.0	2052.699999988079
sub-pp094	1.0	0.0	2059.4000000059605
sub-pp094	1.0	0.0	1693.5
sub-pp094	1.0	0.0	1839.699999988079
sub-pp094	1.0	0.0	2100.0
sub-pp094	1.0	0.0	1613.800000011921
sub-pp094	1.0	0.0	1857.0
sub-pp094	1.0	0.0	6037.300000011921
sub-pp094	1.0	0.0	2193.199999988079
sub-pp094	1.0	0.0	8500.800000011921
sub-pp094	1.0	0.0	4397.600000023842
sub-pp094	1.0	0.0	1949.9000000059605
sub-pp094	1.0	0.0	2003.0
