amma_corr	participant_id	amma_response
1.0	sub-pp162	M
0.0	sub-pp162	R
0.0	sub-pp162	M
0.0	sub-pp162	I
0.0	sub-pp162	R
1.0	sub-pp162	I
0.0	sub-pp162	I
1.0	sub-pp162	R
1.0	sub-pp162	I
1.0	sub-pp162	R
1.0	sub-pp162	M
1.0	sub-pp162	M
1.0	sub-pp162	I
0.0	sub-pp162	Je ne sais pas
0.0	sub-pp162	M
1.0	sub-pp162	M
1.0	sub-pp162	R
1.0	sub-pp162	I
1.0	sub-pp162	M
1.0	sub-pp162	I
0.0	sub-pp162	M
1.0	sub-pp162	I
0.0	sub-pp162	R
1.0	sub-pp162	I
1.0	sub-pp162	M
0.0	sub-pp162	I
1.0	sub-pp162	I
1.0	sub-pp162	R
1.0	sub-pp162	I
0.0	sub-pp162	I
