amma_corr	participant_id	amma_response
0.0	sub-pp137	R
1.0	sub-pp137	I
1.0	sub-pp137	R
0.0	sub-pp137	M
0.0	sub-pp137	I
1.0	sub-pp137	I
1.0	sub-pp137	M
1.0	sub-pp137	R
1.0	sub-pp137	I
0.0	sub-pp137	M
0.0	sub-pp137	I
1.0	sub-pp137	M
0.0	sub-pp137	Je ne sais pas
1.0	sub-pp137	M
1.0	sub-pp137	R
1.0	sub-pp137	M
1.0	sub-pp137	R
1.0	sub-pp137	I
1.0	sub-pp137	M
1.0	sub-pp137	I
1.0	sub-pp137	R
0.0	sub-pp137	Je ne sais pas
1.0	sub-pp137	M
0.0	sub-pp137	M
0.0	sub-pp137	Je ne sais pas
0.0	sub-pp137	M
1.0	sub-pp137	I
0.0	sub-pp137	M
1.0	sub-pp137	I
1.0	sub-pp137	R
