participant_id	apm_corr	apm_incorr	apm_RT
sub-pp159	1.0	0.0	50638.19999999972
sub-pp159	1.0	0.0	29795.700000000183
sub-pp159	1.0	0.0	30571.5
sub-pp159	0.0	1.0	16356.5
sub-pp159	0.0	1.0	119980.5
sub-pp159	1.0	0.0	50763.39999999991
sub-pp159	1.0	0.0	74391.70000000019
sub-pp159	1.0	0.0	93041.5
sub-pp159	1.0	0.0	108127.7999999998
sub-pp159	1.0	0.0	99237.3999999999
sub-pp159	1.0	0.0	38239.200000000186
sub-pp159	1.0	0.0	72506.1000000001
sub-pp159	0.0	1.0	152397.6000000001
sub-pp159	1.0	0.0	134135.2000000002
sub-pp159	1.0	0.0	132239.30000000028
