participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp159	1.0	0.0	3149.2999999998137	13
sub-pp159	1.0	0.0	1486.2999999998135	42
sub-pp159	1.0	0.0	2377.9000000003725	64
sub-pp159	1.0	0.0	2619.199999999255	75
sub-pp159	1.0	0.0	3367.0	926
sub-pp159	1.0	0.0	2379.2999999998137	574
sub-pp159	0.0	1.0	3733.2999999998137	9287
sub-pp159	1.0	0.0	3856.0	8694
sub-pp159	1.0	0.0	6551.5	34856
sub-pp159	1.0	0.0	8929.299999999814	68451
sub-pp159	0.0	1.0	31038.0	814637
sub-pp159	0.0	1.0	17533.799999999814	681247
