participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp120	1.0	0.0	1823.5	13
sub-pp120	1.0	0.0	2509.099999964237	42
sub-pp120	1.0	0.0	2033.9000000357628	64
sub-pp120	1.0	0.0	3131.900000035763	75
sub-pp120	1.0	0.0	4405.400000035763	926
sub-pp120	1.0	0.0	4549.600000023842	574
sub-pp120	1.0	0.0	5052.699999988079	9728
sub-pp120	1.0	0.0	5613.899999976158	8694
sub-pp120	1.0	0.0	5925.0	34856
sub-pp120	1.0	0.0	5265.0	68451
sub-pp120	1.0	0.0	15586.80000001192	814735
sub-pp120	0.0	1.0	7731.399999976158	658417
sub-pp120	0.0	1.0	13847.30000001192	2649
sub-pp120	0.0	1.0	7901.600000023842	829376
