participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp117	1.0	0.0	2521.0	13
sub-pp117	1.0	0.0	2032.0	42
sub-pp117	1.0	0.0	3285.0	64
sub-pp117	1.0	0.0	2504.0	75
sub-pp117	1.0	0.0	2990.0	926
sub-pp117	1.0	0.0	4924.0	574
sub-pp117	1.0	0.0	10694.0	9728
sub-pp117	1.0	0.0	7329.0	8694
sub-pp117	1.0	0.0	8448.0	34856
sub-pp117	1.0	0.0	8075.0	68451
sub-pp117	0.0	1.0	15942.0	81
sub-pp117	1.0	0.0	26870.0	658427
sub-pp117	0.0	1.0	35559.0	286
sub-pp117	1.0	0.0	30390.0	8269374
sub-pp117	1.0	0.0	47602.0	81267349
sub-pp117	0.0	1.0	32959.0	3461827
