amma_corr	participant_id	amma_response
1.0	sub-pp039	M
1.0	sub-pp039	I
0.0	sub-pp039	M
0.0	sub-pp039	I
1.0	sub-pp039	M
0.0	sub-pp039	Je ne sais pas
1.0	sub-pp039	M
1.0	sub-pp039	R
1.0	sub-pp039	I
1.0	sub-pp039	R
1.0	sub-pp039	M
1.0	sub-pp039	M
1.0	sub-pp039	I
0.0	sub-pp039	Je ne sais pas
1.0	sub-pp039	R
1.0	sub-pp039	M
1.0	sub-pp039	R
0.0	sub-pp039	M
1.0	sub-pp039	M
1.0	sub-pp039	I
1.0	sub-pp039	R
0.0	sub-pp039	M
0.0	sub-pp039	I
1.0	sub-pp039	I
1.0	sub-pp039	M
0.0	sub-pp039	Je ne sais pas
1.0	sub-pp039	I
0.0	sub-pp039	I
0.0	sub-pp039	Je ne sais pas
0.0	sub-pp039	M
