amma_corr	participant_id	amma_response
0.0	sub-pp160	I
1.0	sub-pp160	I
0.0	sub-pp160	M
1.0	sub-pp160	R
0.0	sub-pp160	Je ne sais pas
1.0	sub-pp160	I
0.0	sub-pp160	Je ne sais pas
1.0	sub-pp160	R
1.0	sub-pp160	I
0.0	sub-pp160	Je ne sais pas
0.0	sub-pp160	I
1.0	sub-pp160	M
1.0	sub-pp160	I
0.0	sub-pp160	I
1.0	sub-pp160	R
0.0	sub-pp160	R
0.0	sub-pp160	M
1.0	sub-pp160	I
0.0	sub-pp160	Je ne sais pas
1.0	sub-pp160	I
0.0	sub-pp160	M
1.0	sub-pp160	I
0.0	sub-pp160	I
0.0	sub-pp160	Je ne sais pas
1.0	sub-pp160	M
1.0	sub-pp160	R
0.0	sub-pp160	Je ne sais pas
0.0	sub-pp160	I
1.0	sub-pp160	I
0.0	sub-pp160	M
