participant_id	apm_corr	apm_incorr	apm_RT
sub-pp115	0.0	1.0	26746.19999998808
sub-pp115	0.0	1.0	23292.90000000596
sub-pp115	0.0	1.0	10918.19999998808
sub-pp115	0.0	1.0	32239.5
sub-pp115	0.0	1.0	8772.700000017881
sub-pp115	0.0	1.0	4544.4000000059605
sub-pp115	1.0	0.0	5658.0
sub-pp115	0.0	1.0	7235.199999988079
sub-pp115	0.0	1.0	13324.0
sub-pp115	0.0	1.0	13553.70000001788
sub-pp115	0.0	1.0	24646.10000002384
sub-pp115	0.0	1.0	7597.699999988079
sub-pp115	0.0	1.0	32310.69999998808
sub-pp115	0.0	1.0	5400.699999988079
sub-pp115	0.0	1.0	6522.5
sub-pp115	1.0	0.0	5232.0
sub-pp115	1.0	0.0	4266.09999999404
sub-pp115	0.0	1.0	3430.5
sub-pp115	0.0	1.0	4746.300000011921
sub-pp115	0.0	1.0	11081.70000001788
sub-pp115	0.0	1.0	9996.09999999404
sub-pp115	0.0	1.0	18860.5
sub-pp115	0.0	1.0	43963.5
