amma_corr	participant_id	amma_response
1.0	sub-pp115	M
0.0	sub-pp115	Je ne sais pas
0.0	sub-pp115	I
1.0	sub-pp115	R
0.0	sub-pp115	I
0.0	sub-pp115	M
0.0	sub-pp115	I
0.0	sub-pp115	I
1.0	sub-pp115	I
1.0	sub-pp115	R
1.0	sub-pp115	M
0.0	sub-pp115	Je ne sais pas
1.0	sub-pp115	I
0.0	sub-pp115	I
1.0	sub-pp115	R
0.0	sub-pp115	Je ne sais pas
1.0	sub-pp115	R
1.0	sub-pp115	I
0.0	sub-pp115	I
1.0	sub-pp115	I
0.0	sub-pp115	M
0.0	sub-pp115	R
0.0	sub-pp115	I
0.0	sub-pp115	M
0.0	sub-pp115	I
1.0	sub-pp115	R
1.0	sub-pp115	I
0.0	sub-pp115	I
0.0	sub-pp115	M
0.0	sub-pp115	I
