participant_id	apm_corr	apm_incorr	apm_RT
sub-pp023	1.0	0.0	14143.40000000596
sub-pp023	1.0	0.0	27430.90000000596
sub-pp023	0.0	1.0	63275.79999999702
sub-pp023	0.0	1.0	71602.19999998808
sub-pp023	0.0	1.0	17177.20000000298
sub-pp023	0.0	1.0	36939.29999999702
sub-pp023	1.0	0.0	76428.5
sub-pp023	0.0	1.0	34555.0
sub-pp023	0.0	1.0	42966.70000000298
sub-pp023	0.0	1.0	97720.10000000894
sub-pp023	0.0	1.0	72211.5
sub-pp023	0.0	1.0	73844.79999999702
sub-pp023	1.0	0.0	48833.5
sub-pp023	0.0	1.0	73236.79999999702
sub-pp023	1.0	0.0	52389.19999998808
sub-pp023	0.0	1.0	105561.59999999404
sub-pp023	1.0	0.0	99013.29999999702
sub-pp023	0.0	1.0	82720.90000000596
sub-pp023	0.0	1.0	70432.29999999702
sub-pp023	0.0	1.0	121328.10000000894
