participant_id	apm_corr	apm_incorr	apm_RT
sub-pp166	1.0	0.0	10320.600000023842
sub-pp166	1.0	0.0	8566.699999928474
sub-pp166	1.0	0.0	10240.300000071526
sub-pp166	1.0	0.0	21153.5
sub-pp166	1.0	0.0	14329.100000023842
sub-pp166	0.0	1.0	38925.60000002384
sub-pp166	1.0	0.0	20205.60000002384
sub-pp166	0.0	1.0	32493.5
sub-pp166	0.0	1.0	52806.19999992848
sub-pp166	0.0	1.0	47281.5
sub-pp166	0.0	1.0	63680.0
sub-pp166	1.0	0.0	37322.39999997616
sub-pp166	1.0	0.0	36314.29999995232
sub-pp166	0.0	1.0	45201.800000071526
sub-pp166	0.0	1.0	45434.10000002384
sub-pp166	0.0	1.0	39613.60000002384
sub-pp166	0.0	1.0	42463.10000002384
sub-pp166	0.0	1.0	42622.69999992848
sub-pp166	0.0	1.0	37638.29999995232
sub-pp166	0.0	1.0	49839.60000002384
sub-pp166	0.0	1.0	17502.700000047684
sub-pp166	0.0	1.0	51177.20000004768
sub-pp166	0.0	1.0	22147.89999997616
