participant_id	apm_corr	apm_incorr	apm_RT
sub-pp069	1.0	0.0	21032.400000000373
sub-pp069	1.0	0.0	11117.5
sub-pp069	1.0	0.0	21473.69999999925
sub-pp069	1.0	0.0	21186.800000000745
sub-pp069	0.0	1.0	372.2000000011176
sub-pp069	1.0	0.0	38671.800000000745
sub-pp069	0.0	1.0	33071.40000000037
sub-pp069	1.0	0.0	71581.60000000149
sub-pp069	1.0	0.0	48727.699999999255
sub-pp069	1.0	0.0	88009.59999999963
sub-pp069	1.0	0.0	106697.0
sub-pp069	1.0	0.0	55203.29999999888
sub-pp069	0.0	1.0	75956.0
sub-pp069	0.0	1.0	55746.5
sub-pp069	0.0	1.0	130655.5
sub-pp069	0.0	1.0	43534.20000000112
sub-pp069	1.0	0.0	48193.20000000112
sub-pp069	0.0	1.0	69172.0
sub-pp069	0.0	1.0	103633.0
sub-pp069	1.0	0.0	68992.09999999963
sub-pp069	0.0	1.0	35688.59999999963
sub-pp069	0.0	1.0	111297.09999999964
