amma_corr	participant_id	amma_response
1.0	sub-pp069	M
1.0	sub-pp069	I
1.0	sub-pp069	R
0.0	sub-pp069	I
1.0	sub-pp069	M
1.0	sub-pp069	I
1.0	sub-pp069	M
1.0	sub-pp069	R
1.0	sub-pp069	I
1.0	sub-pp069	R
1.0	sub-pp069	M
1.0	sub-pp069	M
0.0	sub-pp069	M
1.0	sub-pp069	M
0.0	sub-pp069	I
1.0	sub-pp069	M
1.0	sub-pp069	R
1.0	sub-pp069	I
1.0	sub-pp069	M
1.0	sub-pp069	I
1.0	sub-pp069	R
0.0	sub-pp069	R
1.0	sub-pp069	M
1.0	sub-pp069	I
1.0	sub-pp069	M
0.0	sub-pp069	I
1.0	sub-pp069	I
0.0	sub-pp069	I
1.0	sub-pp069	I
0.0	sub-pp069	M
