participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp147	1.0	0.0	1695.7000000029802	13
sub-pp147	1.0	0.0	2720.3000000044703	42
sub-pp147	1.0	0.0	2611.1999999955297	64
sub-pp147	1.0	0.0	1167.2999999970198	75
sub-pp147	1.0	0.0	3061.79999999702	926
sub-pp147	1.0	0.0	3748.70000000298	574
sub-pp147	1.0	0.0	6636.20000000298	9728
sub-pp147	1.0	0.0	5671.80000000447	8694
sub-pp147	0.0	1.0	9329.10000000149	3486
sub-pp147	1.0	0.0	5726.5	68451
sub-pp147	0.0	1.0	5558.10000000149	8145
sub-pp147	0.0	1.0	5981.10000000149	658247
