participant_id	rtt-sub_corr	rtt-sub_incorr	rtt-sub_RT
sub-pp033	1.0	0.0	1885.6000000238416
sub-pp033	1.0	0.0	1711.100000023842
sub-pp033	1.0	0.0	2331.100000023842
sub-pp033	1.0	0.0	1502.899999976158
sub-pp033	1.0	0.0	1264.0
sub-pp033	1.0	0.0	1728.8000000715256
sub-pp033	1.0	0.0	1221.100000023842
sub-pp033	1.0	0.0	1725.600000023842
sub-pp033	1.0	0.0	1196.399999976158
sub-pp033	1.0	0.0	1134.7999999523165
sub-pp033	1.0	0.0	1151.0999999046326
sub-pp033	1.0	0.0	1212.7999999523165
sub-pp033	1.0	0.0	1099.100000023842
sub-pp033	1.0	0.0	1658.5
sub-pp033	1.0	0.0	1111.100000023842
sub-pp033	1.0	0.0	1298.0
sub-pp033	0.0	1.0	1464.5
sub-pp033	1.0	0.0	1882.1999999284744
sub-pp033	1.0	0.0	9380.799999952316
sub-pp033	1.0	0.0	1888.3000000715256
sub-pp033	1.0	0.0	1675.5
sub-pp033	1.0	0.0	1425.2000000476835
sub-pp033	1.0	0.0	6554.199999928474
sub-pp033	1.0	0.0	1611.5
sub-pp033	1.0	0.0	1823.5
sub-pp033	1.0	0.0	1951.0
sub-pp033	1.0	0.0	4009.299999952316
sub-pp033	1.0	0.0	1886.399999976158
