participant_id	apm_corr	apm_incorr	apm_RT
sub-pp163	1.0	0.0	11541.100000023842
sub-pp163	1.0	0.0	11892.600000023842
sub-pp163	1.0	0.0	17860.200000047684
sub-pp163	0.0	1.0	17571.200000047684
sub-pp163	1.0	0.0	9038.100000023842
sub-pp163	0.0	1.0	19877.89999997616
sub-pp163	0.0	1.0	8686.100000023842
sub-pp163	0.0	1.0	23068.699999928474
sub-pp163	0.0	1.0	26603.60000002384
sub-pp163	1.0	0.0	6517.100000023842
sub-pp163	0.0	1.0	27020.0
sub-pp163	0.0	1.0	23102.60000002384
sub-pp163	0.0	1.0	35472.89999997616
sub-pp163	1.0	0.0	35347.40000009537
sub-pp163	0.0	1.0	21054.89999997616
sub-pp163	0.0	1.0	31224.79999995232
sub-pp163	1.0	0.0	30333.10000002384
sub-pp163	0.0	1.0	23329.0
sub-pp163	0.0	1.0	17400.699999928474
sub-pp163	0.0	1.0	36900.29999995232
sub-pp163	0.0	1.0	38390.60000002384
sub-pp163	0.0	1.0	17856.199999928474
sub-pp163	0.0	1.0	20706.89999997616
