participant_id	apm_corr	apm_incorr	apm_RT
sub-pp125	0.0	1.0	19421.0
sub-pp125	1.0	0.0	15563.0
sub-pp125	1.0	0.0	20824.0
sub-pp125	0.0	1.0	31155.0
sub-pp125	0.0	1.0	19484.0
sub-pp125	0.0	1.0	34799.0
sub-pp125	1.0	0.0	31701.0
sub-pp125	0.0	1.0	30365.0
sub-pp125	0.0	1.0	54904.0
sub-pp125	1.0	0.0	54574.0
sub-pp125	0.0	1.0	28559.0
sub-pp125	0.0	1.0	75495.0
sub-pp125	0.0	1.0	66807.0
sub-pp125	0.0	1.0	34320.0
sub-pp125	0.0	1.0	50069.0
sub-pp125	0.0	1.0	44697.0
sub-pp125	0.0	1.0	55902.0
sub-pp125	0.0	1.0	51641.0
sub-pp125	0.0	1.0	20487.0
sub-pp125	0.0	1.0	97053.0
sub-pp125	1.0	0.0	97956.0
sub-pp125	0.0	1.0	42059.0
sub-pp125	0.0	1.0	81376.0
