participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp039	1.0	0.0	1557.0	13
sub-pp039	1.0	0.0	768.0	42
sub-pp039	1.0	0.0	1776.0	64
sub-pp039	1.0	0.0	2057.0	75
sub-pp039	1.0	0.0	2240.0	926
sub-pp039	1.0	0.0	4291.0	574
sub-pp039	1.0	0.0	3981.0	9728
sub-pp039	1.0	0.0	10197.0	8694
sub-pp039	1.0	0.0	9432.0	34856
sub-pp039	1.0	0.0	8177.0	68451
sub-pp039	1.0	0.0	9817.0	814735
sub-pp039	1.0	0.0	15243.0	658427
sub-pp039	0.0	1.0	17486.0	2639218
sub-pp039	0.0	1.0	19225.0	8289374
