amma_corr	participant_id	amma_response
0.0	sub-pp053	I
0.0	sub-pp053	R
0.0	sub-pp053	M
1.0	sub-pp053	R
0.0	sub-pp053	I
1.0	sub-pp053	I
0.0	sub-pp053	I
0.0	sub-pp053	M
0.0	sub-pp053	R
0.0	sub-pp053	M
1.0	sub-pp053	M
0.0	sub-pp053	R
1.0	sub-pp053	I
0.0	sub-pp053	I
0.0	sub-pp053	M
0.0	sub-pp053	R
1.0	sub-pp053	R
1.0	sub-pp053	I
0.0	sub-pp053	I
1.0	sub-pp053	I
1.0	sub-pp053	R
0.0	sub-pp053	M
0.0	sub-pp053	I
0.0	sub-pp053	M
0.0	sub-pp053	R
0.0	sub-pp053	I
0.0	sub-pp053	M
1.0	sub-pp053	R
1.0	sub-pp053	I
0.0	sub-pp053	M
