participant_id	apm_corr	apm_incorr	apm_RT
sub-pp099	1.0	0.0	39945.0
sub-pp099	1.0	0.0	44993.0
sub-pp099	0.0	1.0	79713.0
sub-pp099	1.0	0.0	38468.0
sub-pp099	1.0	0.0	47604.0
sub-pp099	0.0	1.0	43005.0
sub-pp099	0.0	1.0	25275.0
sub-pp099	0.0	1.0	29828.0
sub-pp099	1.0	0.0	31169.0
sub-pp099	1.0	0.0	20969.0
sub-pp099	1.0	0.0	76802.0
sub-pp099	1.0	0.0	36949.0
sub-pp099	0.0	1.0	34332.0
sub-pp099	0.0	1.0	35313.0
sub-pp099	0.0	1.0	76899.0
sub-pp099	0.0	1.0	45910.0
sub-pp099	0.0	1.0	88991.0
sub-pp099	1.0	0.0	137561.0
sub-pp099	1.0	0.0	79696.0
sub-pp099	0.0	1.0	45113.0
sub-pp099	0.0	1.0	42507.0
sub-pp099	1.0	0.0	62302.0
sub-pp099	0.0	1.0	29822.0
